Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	completeness	diversification	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	turnover
400	-706.8981	-561.8294	-145.0688	787651.9	0.08481091	0.1265115	0.1070392	1.34244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67757	0.194432	0.998568	0.999634	1.00037	1.00143	1.449479	8.34296	6.71645	6.70045	6.48231	3.76063	4.40853	1.22768	7.94581	5.30422	6.30408	5.59852	3.75147	2.36169	1.42195	4.93681	6.13486	6.42061	6.85391	2.94003	2.62221	2.85502	3.68882	3.2812	2.59124	3.02234	4.79457	0.9261534
410	-721.297	-563.7158	-157.5812	721680.3	0.0679064	0.1579136	-0.0110909	1.048843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.20214	0.1966859	0.998504	0.999617	1.00038	1.0015	1.037752	8.34296	6.71645	6.70045	6.48231	3.76063	4.40853	1.22768	7.94581	5.30422	6.30408	5.59852	2.93145	2.36169	1.42195	4.93681	6.13486	6.42061	6.85391	2.94003	2.62221	2.85502	3.22457	3.2812	2.59124	3.02234	4.79457	1.010687
420	-715.259	-567.4433	-147.8156	967016.5	0.08735429	0.2019524	0.004602052	1.075204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.69219	0.272089	0.998708	0.99967	1.00033	1.00129	1.079806	8.34296	6.71645	6.58111	6.48231	4.38938	4.40853	1.22768	7.94581	5.30422	6.43499	5.62269	2.93145	2.36169	1.12673	4.93681	6.13486	6.42061	6.85391	2.94003	2.62221	2.85502	3.22457	3.2812	2.43228	3.02234	4.79457	0.9957381
430	-716.686	-560.9213	-155.7646	816221.8	0.07225108	0.1452504	0.001310669	1.087972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.10267	0.1848826	0.998593	0.99964	1.00036	1.00141	1.089283	8.34296	6.71645	6.58729	6.48231	4.38938	4.40853	1.22768	7.52814	5.30422	6.43499	5.54147	2.93145	2.36169	1.12673	6.19175	6.13486	6.42061	6.85391	2.94003	2.62221	2.85502	3.22457	3.2812	2.43228	3.02234	4.79457	0.9987968
440	-712.1319	-559.3641	-152.7678	877956.5	0.07907624	0.3440673	0.04683354	0.6274883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.88462	0.3291469	0.998644	0.999653	1.00035	1.00136	0.6743218	8.34296	6.71645	6.58729	6.48231	4.38938	4.40853	1.32206	8.23187	5.30422	6.43499	5.47418	2.93145	2.67527	1.1688	6.19175	6.13486	6.42061	6.85391	2.94003	2.62221	2.89081	3.22457	3.2812	2.68853	3.02234	4.79457	0.9305472
450	-710.538	-560.8552	-149.6828	478514.1	0.07576364	0.1393695	0.02914734	1.357958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.70895	0.2199061	0.998163	0.99953	1.00047	1.00184	1.387105	8.34296	6.71645	6.58729	6.48231	4.38938	4.63204	1.25175	7.23094	5.30422	6.43499	5.47418	3.02531	2.67527	1.25138	6.19175	6.13486	6.42061	6.78296	2.94003	2.62221	2.89081	3.22457	3.2812	2.68853	3.02234	4.79457	0.9789869
460	-709.6733	-559.7736	-149.8997	478549.4	0.07760024	0.06795946	0.1324159	1.692061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.85368	0.1233761	0.998163	0.99953	1.00047	1.00184	1.824477	8.34296	6.71645	6.58729	6.48231	3.90938	4.63204	1.25175	7.23094	5.30422	6.43499	6.06161	3.02531	2.67527	1.25864	6.19175	6.13486	6.42061	6.8402	3.30996	2.62221	2.89081	3.22457	3.09594	2.68853	3.02234	4.79457	0.9274225
470	-714.3522	-564.6703	-149.6819	360951.7	0.08189004	0.1193002	0.1270922	1.439587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.15465	0.1950075	0.997885	0.999459	1.00054	1.00212	1.56668	8.34296	6.71645	6.48332	6.48231	3.90938	4.66571	1.25175	7.23094	5.96804	6.43499	6.07971	2.86425	2.56352	1.25864	6.19175	6.13486	6.42061	6.80936	3.30996	2.62221	2.89081	3.22457	3.09594	2.68853	3.02234	4.79457	0.918878
480	-717.1073	-562.955	-154.1523	697515.7	0.06748002	0.1454408	0.1187699	1.371965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.887747	0.2335003	0.998478	0.999611	1.00039	1.00152	1.490735	8.34296	6.71645	6.48332	6.48231	3.90938	4.66571	1.32168	7.23094	5.96804	6.43499	5.76986	2.86425	2.56352	1.25864	6.19175	6.13486	6.42061	6.80936	3.30996	2.62221	2.89081	3.22457	3.09594	2.68853	3.02234	4.79457	0.9203279
490	-717.7981	-569.63	-148.1681	536972.3	0.08844124	0.158025	0.007481426	1.11481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.96387	0.2092318	0.998266	0.999556	1.00044	1.00174	1.122292	8.34296	6.71645	6.48332	6.48231	3.90938	4.66571	1.41067	7.23094	5.96804	6.43499	5.76986	2.86425	2.4803	1.38009	6.19175	6.13486	6.42061	6.80936	3.30996	2.62221	2.89081	3.22457	3.09594	2.68853	3.02234	4.79457	0.9933338
500	-715.0564	-568.3258	-146.7305	673334.9	0.09292466	0.2144805	0.08342069	0.9332777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.995396	0.2548248	0.998451	0.999604	1.0004	1.00155	1.016698	8.34296	6.71645	6.48332	6.48231	3.90938	4.66571	1.41067	7.23094	5.96804	6.64943	5.76986	2.86425	2.4803	1.5972	6.19175	6.13486	6.42061	6.80936	2.99534	2.62221	2.89081	3.22457	2.97011	4.69061	3.02234	4.79457	0.9179494
510	-722.4832	-575.7453	-146.7379	736299.1	0.08307458	0.1244681	-0.01299132	1.161272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.27475	0.1650898	0.998519	0.999621	1.00038	1.00148	1.148281	8.34296	6.71645	6.48332	6.48231	3.42472	4.66571	1.66555	7.23094	5.96804	6.64943	5.87909	2.86425	2.36757	1.5972	6.14526	6.13486	6.42061	6.80936	2.99534	2.62221	2.89081	3.22457	2.97011	4.69061	3.02234	4.79457	1.011314
520	-715.968	-571.1303	-144.8378	272023	0.09919896	0.3853996	0.006766557	0.833294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.939193	0.5225366	0.997564	0.999376	1.00062	1.00244	0.8400605	8.34296	6.71645	6.48332	6.48231	3.37842	4.66571	1.76459	7.23094	5.96804	6.64943	5.87909	2.86425	2.16267	1.5972	5.67611	6.13486	6.42061	6.98038	2.99534	2.62221	2.89081	3.22457	2.82486	4.69061	3.02234	4.79457	0.9919452
530	-708.8742	-565.6016	-143.2726	577975.7	0.08714474	0.1570414	0.1266582	1.512717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.872117	0.2818159	0.998329	0.999572	1.00043	1.00167	1.639375	8.34296	6.71645	6.48332	6.48231	3.37842	4.66571	1.85438	7.23094	5.99264	6.64943	5.87909	2.86425	2.16267	1.7733	5.99011	6.13486	6.42061	6.98038	2.99534	2.62221	2.89081	3.22457	2.82486	4.69061	3.02234	4.79457	0.92274
540	-716.7425	-572.795	-143.9475	826581.3	0.1037275	0.08111507	0.03001015	1.747022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.07448	0.1542194	0.998602	0.999643	1.00036	1.0014	1.777033	8.34296	6.71645	6.51202	6.48231	3.37842	4.66571	1.85438	7.23094	5.99264	6.64943	5.87909	2.86425	1.60982	1.7733	5.99011	6.13486	6.42061	6.98038	2.98769	2.62221	2.89081	3.13996	2.82486	4.69061	3.02234	4.79457	0.9831122
550	-707.0142	-567.8742	-139.14	598770.8	0.08681593	0.1648908	0.1136763	1.329239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.79184	0.2624557	0.998358	0.99958	1.00042	1.00164	1.442915	8.34296	6.71645	6.51202	6.48231	4.50394	4.55404	1.7678	7.23094	5.99264	6.64943	5.87909	3.3628	1.60982	1.57924	6.7245	6.13486	6.42061	6.98038	2.98769	2.62221	2.89081	3.13996	2.82486	4.69061	2.94415	4.71781	0.9212176
560	-714.2226	-566.8701	-147.3525	895105.2	0.08682671	0.1259826	0.07192842	1.375269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.99318	0.1982339	0.998657	0.999657	1.00034	1.00134	1.447197	8.34296	6.71645	6.51202	6.48231	4.50394	4.55404	1.3757	7.23094	5.99264	6.64943	5.87909	3.3628	1.60982	1.52437	6.7245	6.13486	6.42061	6.98038	2.98769	2.62221	2.89081	3.13996	2.82486	4.24317	2.45083	4.71781	0.9502981
570	-714.255	-567.1627	-147.0923	295683.5	0.09125044	0.1601219	0.07258803	1.081418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.74705	0.2061712	0.997663	0.999402	1.0006	1.00234	1.154006	8.34296	6.71645	6.51202	6.48231	4.50394	4.55404	1.3757	7.23094	5.99264	6.64943	5.87909	3.3628	1.60982	1.52437	6.7245	6.13486	6.42061	6.98038	2.98769	2.62221	2.89081	3.30763	2.82486	4.3406	2.45083	4.71781	0.9370991
580	-716.8675	-562.917	-153.9505	883863.8	0.06810184	0.09985395	0.09291817	1.768972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.72364	0.1962335	0.998648	0.999654	1.00035	1.00135	1.86189	8.34296	6.71645	6.51202	6.48231	4.50394	4.55404	1.65689	7.23094	5.99264	6.64943	5.37821	3.19882	1.60982	1.52437	6.7245	6.13486	6.42061	6.97828	2.98769	2.62221	2.89081	3.30763	2.82486	4.3406	2.45083	4.71781	0.9500947
590	-722.7163	-571.4278	-151.2885	883863.8	0.08329776	0.1519822	0.05957192	1.092973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35719	0.1958832	0.998648	0.999654	1.00035	1.00135	1.152545	8.34296	6.71645	6.51202	6.48231	2.93869	4.55404	1.58387	7.23094	5.99264	6.64943	5.79164	3.19882	2.26756	1.52437	6.7245	6.13486	6.42061	6.97828	2.98769	2.59622	2.89081	3.14495	2.82486	4.3406	2.45083	4.71781	0.9483127
600	-712.2092	-562.6061	-149.6031	883863.8	0.08329776	0.1890275	-0.001271546	1.264903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.910156	0.2948331	0.998648	0.999654	1.00035	1.00135	1.263632	8.34296	6.71645	6.51202	6.48231	2.93869	4.55404	1.58387	7.23094	5.99264	6.64943	5.79164	3.19882	2.26756	1.1412	6.86547	6.11609	6.42061	6.97828	2.98769	2.63458	2.89081	3.14495	2.82486	3.60032	2.47605	4.71781	1.001006
610	-712.0332	-569.2503	-142.7829	883863.8	0.08329776	0.1394732	0.1072422	1.282784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.26488	0.2079122	0.998648	0.999654	1.00035	1.00135	1.390027	8.34296	6.71645	6.51202	6.48231	2.93869	4.55404	1.44601	7.23094	5.99264	6.64943	5.48844	3.19882	2.3488	1.1412	6.86547	5.71726	6.42061	6.97828	2.98769	2.63458	3.18543	3.14495	2.82486	4.70544	2.47605	3.3847	0.9228488
620	-716.2347	-564.7172	-151.5175	415261.5	0.09117525	0.3089545	0.04045568	0.9899791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.23181	0.4426026	0.998028	0.999495	1.0005	1.00197	1.030435	8.34296	6.71645	6.51202	6.48231	3.7478	4.8415	1.44601	7.23094	5.99264	6.64943	5.48844	3.19882	2.3488	1.61917	6.86547	5.97919	6.42061	6.97828	2.98769	2.63458	2.92121	3.14495	2.82486	4.70544	2.51848	3.3847	0.9607392
630	-709.3407	-559.7582	-149.5825	284452.5	0.07619785	0.1632975	0.0621304	0.9973632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.37197	0.1946533	0.997618	0.99939	1.00061	1.00238	1.059494	8.34296	6.71645	6.3156	6.48231	3.92557	4.8415	1.44601	7.23094	5.99264	6.64943	5.48844	3.19882	2.34608	1.34434	6.86547	5.97919	6.42061	6.97828	2.98769	2.31499	2.88537	3.19293	2.82486	6.4861	2.51848	3.44947	0.9413584
640	-718.7845	-568.4054	-150.3791	393507	0.0880829	0.2714567	0.06303388	0.9308088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.65457	0.3468213	0.997974	0.999482	1.00052	1.00203	0.9938427	8.34296	6.71645	6.3156	6.48231	4.27931	4.8415	1.44601	7.23094	5.99264	6.64943	5.48844	2.85765	2.34608	1.34434	6.86547	5.97919	6.42061	6.97828	2.98769	2.31499	2.88537	2.88056	2.82486	4.50589	2.51848	2.86588	0.9365756
650	-712.0766	-570.3921	-141.6845	408082.2	0.08449609	0.1529623	0.07487633	1.449328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6726	0.2617268	0.998011	0.999491	1.00051	1.00199	1.524204	8.34296	6.71645	6.71191	6.48231	3.15276	4.49009	1.18456	7.23094	5.99264	6.64943	5.48844	2.92033	2.1428	1.28036	6.51716	5.97919	6.42061	6.97828	2.98769	2.31499	2.88537	3.02559	2.82486	6.82038	2.51848	4.58784	0.9508751
660	-718.4609	-567.393	-151.0679	415420.5	0.06899372	0.2012346	-0.01149045	0.9680577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.62056	0.2438848	0.998029	0.999496	1.0005	1.00197	0.9565672	8.34296	6.71645	6.71191	6.48231	3.41973	4.49009	1.27268	7.23094	5.61327	6.64943	5.48844	2.92033	2.23304	1.15175	6.51716	5.97919	6.42061	6.97828	2.98769	2.47595	2.88537	2.86325	2.82486	6.82038	2.51848	4.58784	1.012012
670	-710.251	-563.2199	-147.0311	355255.4	0.07668398	0.3475359	0.01724061	0.6298541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75876	0.3354927	0.997868	0.999454	1.00054	1.00213	0.6470948	8.34296	6.71645	6.71191	6.48231	3.41973	4.49009	1.10444	7.23094	5.61327	6.64943	5.48844	2.92033	2.27772	1.15175	6.99526	5.97919	6.42061	6.97828	2.98769	2.51011	2.88537	2.86325	2.82486	6.82038	2.51848	4.58784	0.9733569
680	-723.4756	-559.2718	-164.2038	342098.5	0.06950078	0.1977486	0.02824403	0.5397663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.15143	0.1330481	0.997828	0.999444	1.00055	1.00217	0.5680103	8.34296	6.71645	6.71191	6.48231	4.6891	4.49009	1.10444	7.7191	5.61327	6.64943	5.2173	2.92033	2.27772	1.15175	3.64927	5.97919	6.42061	6.97828	2.98769	2.51011	3.29521	2.88014	2.82486	6.82038	2.51848	4.58784	0.9502755
690	-717.524	-561.3456	-156.1784	805268.2	0.06787537	0.1855329	0.08056932	0.9457353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.53301	0.2154353	0.998584	0.999638	1.00036	1.00142	1.026305	8.34296	6.71645	6.71191	6.48231	3.92294	4.49009	1.10444	7.73302	6.12175	6.64943	5.2173	3.10904	2.54341	1.27772	3.64927	5.97919	6.42061	6.97828	2.98769	2.51011	3.29521	2.88014	3.04772	6.82038	2.51848	4.58784	0.9214957
700	-718.968	-560.2381	-158.7299	437876.2	0.06611074	0.2138696	0.07540684	0.6889064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.07787	0.1874194	0.99808	0.999509	1.00049	1.00192	0.7643132	8.34296	6.71645	6.71191	6.48231	3.92294	4.49009	1.10444	7.5376	6.12175	6.64943	5.2173	3.10904	2.42419	1.27772	3.64927	5.97919	6.42061	6.97828	2.88908	2.51011	3.29521	2.88014	3.20077	6.82038	2.51848	4.58784	0.9013404
710	-721.4968	-565.7885	-155.7083	881206.4	0.07353379	0.07207506	-0.05170064	1.603887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.61901	0.1245793	0.998646	0.999654	1.00035	1.00135	1.552186	8.34296	6.71645	6.71191	6.48231	3.92294	4.49009	1.10444	8.22649	6.12175	6.64943	5.2173	3.10904	2.67686	1.27772	4.56343	5.97919	6.42061	7.14609	2.88908	2.51011	3.29521	3.33866	3.20397	6.82038	2.51848	4.58784	1.033308
720	-719.8225	-562.4759	-157.3466	639313.7	0.06803591	0.2005968	0.06621716	0.8062722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.33258	0.2023204	0.998411	0.999594	1.00041	1.00159	0.8724893	8.34296	6.71645	6.76274	6.48231	3.92294	4.49009	1.39125	8.22649	5.35038	6.64943	5.2173	3.10904	2.67686	1.30838	4.56343	5.97919	6.42061	7.14609	2.88908	2.51011	3.29521	3.33866	2.96072	6.82038	2.78345	4.58784	0.9241055
730	-721.3237	-566.6201	-154.7035	279993.1	0.06913047	0.1492562	0.06597344	0.9843974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.48359	0.1727047	0.997599	0.999385	1.00061	1.0024	1.050371	8.34296	6.71645	6.76274	6.48231	3.56325	4.49009	1.39125	8.22649	5.35038	6.64943	5.7162	3.10904	1.22694	1.74067	3.92543	5.97919	6.42061	7.14609	2.88908	2.51011	3.37872	3.40403	2.86185	7.19862	2.78345	4.58784	0.9371903
740	-718.9665	-566.8128	-152.1537	953487.1	0.07841	0.1267155	0.08855929	1.274995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.05207	0.1850047	0.998699	0.999667	1.00033	1.0013	1.363555	8.34296	6.71645	6.76274	6.48231	3.5015	4.49009	1.30052	8.22649	5.35038	6.64943	5.7162	3.10904	1.28334	1.74067	3.85852	5.84142	6.42061	7.14609	2.88908	2.51011	3.37872	3.40403	2.86185	7.19862	3.08747	4.58784	0.9350526
750	-726.5128	-566.182	-160.3308	765417.9	0.05573073	0.1503471	0.07035774	1.019973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.03162	0.1804855	0.998547	0.999629	1.00037	1.00145	1.090331	8.34296	6.73957	6.76274	6.48231	4.78471	4.49009	1.30052	8.22649	5.35038	6.64943	5.35892	3.10904	1.28334	1.59434	3.81572	5.84142	6.42061	7.14609	2.88908	2.51011	3.37872	3.32561	2.86185	7.19862	3.08747	4.58784	0.9354712
760	-722.0853	-563.7902	-158.295	660880.2	0.06385112	0.1070799	-0.006739439	1.271304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.54472	0.1524561	0.998437	0.9996	1.0004	1.00156	1.264565	8.34296	6.73957	6.76274	6.48231	4.78471	4.86155	1.86196	8.22649	6.1469	6.64943	5.35892	3.10904	1.6686	1.57031	3.81572	5.84142	6.42061	7.14609	2.88908	2.33785	3.37872	3.24907	2.8751	7.19862	3.08747	4.58784	1.005329
770	-715.0246	-568.1911	-146.8335	753649.3	0.08091207	0.1229051	0.1416297	1.276051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.98198	0.1788098	0.998536	0.999626	1.00037	1.00146	1.41768	8.34296	6.73957	6.76274	6.48231	4.78471	4.86155	1.96459	8.22649	6.10954	6.64943	5.35892	3.10904	2.50185	1.57031	3.81572	5.84142	6.42061	7.14609	2.88908	2.48448	3.37872	3.24907	2.8751	7.19862	3.08747	4.58784	0.9000976
780	-718.0994	-570.866	-147.2335	796423.1	0.07305042	0.1858766	0.08714274	1.22085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.54716	0.2787383	0.998576	0.999636	1.00036	1.00142	1.307993	8.34296	6.73957	6.76274	6.48231	4.78471	4.86155	1.96459	8.22649	6.10954	6.38748	5.35892	3.10904	2.35198	1.57031	4.174	5.84142	6.42061	7.14609	2.88908	2.48448	3.37872	3.24907	2.8751	7.19862	3.08747	4.58784	0.9333767
790	-706.2775	-563.6335	-142.644	693789.5	0.08864393	0.2247201	0.07919648	0.9800393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.52835	0.284071	0.998474	0.99961	1.00039	1.00153	1.059236	8.34296	6.73957	6.76274	6.48231	4.78471	4.86155	1.99826	8.22649	6.10954	6.58843	5.68714	3.85463	2.68402	2.05227	4.01253	5.84142	6.37335	7.14609	2.88908	2.48448	3.37872	2.90135	2.8751	7.19862	2.80326	4.58784	0.9252324
800	-712.6115	-569.0956	-143.5158	225720.5	0.1238079	0.03298212	0.2441331	3.378203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1173	0.1152205	0.997326	0.999315	1.00068	1.00268	3.622336	8.34296	6.73957	6.76274	6.48231	4.78471	4.86155	1.98634	8.22649	5.23848	6.58843	5.68714	3.05853	2.68402	2.05227	5.37719	5.84142	6.37335	7.14609	2.88908	2.48448	3.37872	2.90135	2.8751	7.19862	2.80326	4.58784	0.9326034
810	-718.4884	-573.5094	-144.979	213716.5	0.105887	0.04365461	0.2847861	2.699949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.25508	0.1232454	0.997252	0.999296	1.0007	1.00275	2.984735	8.34296	6.73957	6.76274	6.48231	4.82199	4.86155	1.83627	8.22649	5.23848	6.58843	5.68714	3.05378	2.68402	1.20808	5.34997	5.84142	6.37335	7.14609	2.88908	2.34896	3.37872	2.90135	2.8751	7.19862	2.80326	4.58712	0.9045858
820	-710.9433	-565.0442	-145.8991	50549.92	0.09515071	0.09803369	0.05871183	1.709024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.65834	0.1857519	0.994352	0.99855	1.00144	1.00566	1.767736	8.34296	6.73957	6.76274	6.48231	4.82199	4.86155	1.83627	8.22649	5.28556	6.58843	5.68714	3.05378	2.68402	1.30145	5.34997	5.84142	6.37335	7.14609	2.88908	2.34896	3.01935	2.90135	2.8751	7.19862	2.8982	4.58712	0.966787
830	-720.3418	-565.6932	-154.6486	20975.89	0.07635356	0.2261438	0.07629761	0.8091591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.41988	0.2364603	0.991237	0.997745	1.00223	1.00879	0.8854567	8.34296	6.73957	6.76274	6.48231	4.69465	4.4497	1.28379	8.21993	5.28556	6.67635	5.68714	3.18316	2.68402	1.66921	6.098	6.11813	6.37335	7.14609	2.88908	2.34896	3.01935	3.71757	2.8751	7.19862	3.06459	3.6957	0.9138325
840	-715.6935	-565.0772	-150.6163	161465.6	0.06911434	0.144891	0.03465968	1.086732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.44001	0.1841376	0.996838	0.99919	1.00081	1.00317	1.121392	8.34296	6.73957	6.76274	6.48231	4.69465	4.4497	1.28379	8.21993	5.53622	6.67635	5.68714	3.26859	2.19238	1.66921	6.098	6.28046	6.37335	7.14609	2.88908	2.34896	3.01935	3.23121	2.8751	7.19862	3.06459	3.6957	0.9690923
850	-719.5846	-562.8411	-156.7435	107694.5	0.07555985	0.1153242	-0.04155901	1.013859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.93907	0.1321642	0.996129	0.999008	1.00099	1.00388	0.9723004	8.34296	6.73957	6.8787	6.48231	4.69465	4.4497	1.43387	8.21993	5.53622	6.67635	5.68714	3.26859	2.19238	1.66921	6.098	6.28046	6.37335	7.14609	2.88908	2.34896	3.11085	2.90324	2.8751	7.19862	3.06459	3.6957	1.042743
860	-719.647	-560.605	-159.042	400728	0.06394411	0.1156774	0.03165913	1.014907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.37347	0.132759	0.997993	0.999486	1.00051	1.00201	1.046566	8.34296	6.73957	6.8787	6.32026	4.69465	4.4497	1.26657	8.08457	5.53622	6.67635	5.37464	3.26859	2.58808	1.32578	6.098	6.28046	6.37335	7.14609	2.88908	2.34896	3.11085	2.90324	2.8751	7.19862	3.06459	3.81215	0.9697495
870	-722.3693	-555.0914	-167.278	974832.7	0.06572315	0.234335	0.04171474	0.4763239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3525	0.1457809	0.998713	0.999671	1.00033	1.00129	0.5180387	8.34296	6.73957	6.8787	6.32026	4.69465	4.4497	1.26657	8.30358	6.12312	6.67635	5.37464	2.96197	2.25253	1.32578	6.098	6.28046	6.37335	7.14609	2.88908	2.34896	3.11085	2.90324	2.8751	7.19862	3.06459	3.81215	0.9194756
880	-722.1464	-561.57	-160.5764	443326.7	0.07841143	0.2117038	0.05272222	0.7137879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.76173	0.1916939	0.998092	0.999512	1.00049	1.00191	0.7665101	8.34296	6.73957	6.8787	6.32026	4.69465	4.4497	1.44583	8.30358	6.12312	6.67635	5.37464	2.96197	2.25253	1.81175	6.098	6.28046	6.37335	7.14609	2.88908	2.34896	3.11085	3.11502	2.94776	7.19862	3.06459	4.1308	0.9312178
